id,item_0,item_1,choice,winner,rt,order,log_rt
10542,1,2,,,,,
10542,1,3,,,,,
10542,1,4,,,,,
10542,1,5,0.0,1.0,1698.0,56.0,3.229937685907934
10542,1,6,0.0,1.0,3040.0,156.0,3.482873583608754
10542,1,7,,,,,
10542,1,8,,,,,
10542,1,9,,,,,
10542,1,10,,,,,
10542,1,11,,,,,
10542,1,12,,,,,
10542,1,13,,,,,
10542,1,14,,,,,
10542,1,15,,,,,
10542,1,16,,,,,
10542,1,17,0.0,1.0,3525.0,101.0,3.5471591213274176
10542,1,18,,,,,
10542,1,19,,,,,
10542,1,20,,,,,
10542,1,21,1.0,21.0,2998.0,70.0,3.4768316285122607
10542,1,22,,,,,
10542,1,23,,,,,
10542,1,24,,,,,
10542,1,25,,,,,
10542,1,26,,,,,
10542,1,27,,,,,
10542,1,28,1.0,28.0,2128.0,83.0,3.3279716236230104
10542,1,29,,,,,
10542,1,30,,,,,
10542,1,31,,,,,
10542,1,32,0.0,1.0,3795.0,10.0,3.5792117802314993
10542,1,33,0.0,1.0,4251.0,125.0,3.628491104967123
10542,1,34,1.0,34.0,2401.0,43.0,3.3803921600570273
10542,1,35,,,,,
10542,1,36,,,,,
10542,1,37,,,,,
10542,1,38,,,,,
10542,1,39,0.0,1.0,2887.0,40.0,3.4604467838807205
10542,1,40,,,,,
10542,1,41,,,,,
10542,1,42,,,,,
10542,1,43,,,,,
10542,1,44,0.0,1.0,2351.0,137.0,3.3712526291249394
10542,1,45,,,,,
10542,1,46,0.0,1.0,3459.0,168.0,3.5389505620143615
10542,1,47,,,,,
10542,1,48,,,,,
10542,1,49,0.0,1.0,2597.0,108.0,3.4144719496293026
10542,1,50,0.0,1.0,2213.0,188.0,3.344981413927258
10542,1,51,,,,,
10542,1,52,1.0,52.0,3495.0,25.0,3.5434471800817002
10542,2,3,,,,,
10542,2,4,,,,,
10542,2,5,,,,,
10542,2,6,,,,,
10542,2,7,,,,,
10542,2,8,,,,,
10542,2,9,,,,,
10542,2,10,,,,,
10542,2,11,,,,,
10542,2,12,,,,,
10542,2,13,,,,,
10542,2,14,,,,,
10542,2,15,,,,,
10542,2,16,,,,,
10542,2,17,,,,,
10542,2,18,,,,,
10542,2,19,,,,,
10542,2,20,,,,,
10542,2,21,,,,,
10542,2,22,,,,,
10542,2,23,,,,,
10542,2,24,,,,,
10542,2,25,,,,,
10542,2,26,,,,,
10542,2,27,,,,,
10542,2,28,,,,,
10542,2,29,,,,,
10542,2,30,,,,,
10542,2,31,,,,,
10542,2,32,,,,,
10542,2,33,,,,,
10542,2,34,,,,,
10542,2,35,,,,,
10542,2,36,,,,,
10542,2,37,,,,,
10542,2,38,,,,,
10542,2,39,,,,,
10542,2,40,,,,,
10542,2,41,,,,,
10542,2,42,,,,,
10542,2,43,,,,,
10542,2,44,,,,,
10542,2,45,,,,,
10542,2,46,,,,,
10542,2,47,,,,,
10542,2,48,,,,,
10542,2,49,,,,,
10542,2,50,,,,,
10542,2,51,,,,,
10542,2,52,,,,,
10542,3,4,,,,,
10542,3,5,,,,,
10542,3,6,,,,,
10542,3,7,,,,,
10542,3,8,,,,,
10542,3,9,,,,,
10542,3,10,,,,,
10542,3,11,,,,,
10542,3,12,,,,,
10542,3,13,,,,,
10542,3,14,,,,,
10542,3,15,,,,,
10542,3,16,,,,,
10542,3,17,,,,,
10542,3,18,,,,,
10542,3,19,,,,,
10542,3,20,,,,,
10542,3,21,,,,,
10542,3,22,,,,,
10542,3,23,,,,,
10542,3,24,,,,,
10542,3,25,,,,,
10542,3,26,,,,,
10542,3,27,,,,,
10542,3,28,,,,,
10542,3,29,,,,,
10542,3,30,,,,,
10542,3,31,,,,,
10542,3,32,,,,,
10542,3,33,,,,,
10542,3,34,,,,,
10542,3,35,,,,,
10542,3,36,,,,,
10542,3,37,,,,,
10542,3,38,,,,,
10542,3,39,,,,,
10542,3,40,,,,,
10542,3,41,,,,,
10542,3,42,,,,,
10542,3,43,,,,,
10542,3,44,,,,,
10542,3,45,,,,,
10542,3,46,,,,,
10542,3,47,,,,,
10542,3,48,,,,,
10542,3,49,,,,,
10542,3,50,,,,,
10542,3,51,,,,,
10542,3,52,,,,,
10542,4,5,,,,,
10542,4,6,,,,,
10542,4,7,0.0,4.0,3589.0,16.0,3.5549734583332397
10542,4,8,,,,,
10542,4,9,0.0,4.0,2200.0,75.0,3.342422680822206
10542,4,10,,,,,
10542,4,11,0.0,4.0,2451.0,113.0,3.389343311252078
10542,4,12,,,,,
10542,4,13,,,,,
